"STUID","YEAR","GENDER","RACETHN","MAJOR","DISTANCE","HS_GPA","COLLEGE_GPA","FIRST_GEN","ACT01","ACT02","ACT03","ACT04","ACT05","ACT06","ACT07","ACT08","ACT09","ACT10","ACT11","ACT12","ACT13","RATE1","RATE2","RATE3","RATE4","RATE5","RATE6","RATE7","AGREE_01","AGREE_02","AGREE_03","AGREE_04","AGREE_05","AGREE_06","AGREE_07","AGREE_08","AGREE_09"
"TupVru","2014","male",6,"5","5",7,7,"1",1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,1,2,1,3
"FYiKfI","2014","male",7,"6","3",7,8,"1",1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,4,1,3,2,1
"BjHlgf","2013","male",6,"3","5",4,3,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1
"3zkO5u","2015","male",6,"6","2",6,6,"1",2,1,3,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,3,1,3,1,2,2,3
"aYEaxA","2012","female",6,"5",NA,5,6,"1",1,1,2,1,1,1,1,1,1,3,1,1,1,3,1,1,1,2,1,1,3,2,1,1,3,2,2,3,3
"Lm1bvT","2014","female",6,"4","5",5,6,"1",1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,3
"DHTxtN","2014","female",6,"5","3",7,8,"1",1,1,1,2,1,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,3,1,1,1,3,1,3,3,1
"jBwFdo","2012","male",6,"5","2",5,5,"1",1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1
"0r5FJQ","2013","female",6,"5","4",6,6,"1",1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,3,1,1,3,2,1,1,1,3,1,3,1
"cDLPjP","2015","female",4,"3","3",4,6,"1",2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1
"jhyv6S","2015","female",6,"5","3",6,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1,1,1,3,1,1
"XMbXMX","2015","female",7,"4","5",5,5,"1",2,1,3,1,1,2,2,1,1,1,1,1,3,1,2,1,4,3,1,1,1,1,1,2,1,1,1,2,1
"vj9veJ","2012","female",6,"3","5",5,4,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1
"GZtFD6","2012","male",6,"4","4",8,5,"1",1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,2,3,1,3,1
"T73LAV","2015","male",6,"6","5",6,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,2,1,1,1,3
"RbxiQL","2012","male",6,"6","4",NA,7,"2",1,1,2,1,3,1,2,1,1,1,1,3,1,1,1,1,1,3,1,1,3,3,3,1,1,1,1,3,1
"PQJQsM","2014","female",6,"4","1",8,5,"1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,3,1,1,1,2,1,4,4,1,1,3,1
"UOPV8H","2014","male",6,"5","3",6,6,"1",1,1,1,1,1,1,1,1,2,1,1,3,3,1,1,3,1,3,2,1,2,1,3,1,1,3,1,3,1
"mstzvR","2013","female",2,"5","5",6,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,1,2
"5sAtad","2012","female",3,"3","5",4,4,"1",1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,1,1,1,1,4,3,1,1,2,1
"THW9s4","2012","female",6,"5","4",NA,7,"2",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,3,1,1
"tX65aZ","2013","female",2,"5","1",4,6,"1",1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,2,4,2,1,2,1
"S1uzyP","2012","female",3,"3","2",8,6,"1",1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
"oGSMxM","2012","male",6,"6","5",6,6,"1",1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,3,1,1,3,1
"BBZDOS","2013","female",6,"5","5",NA,5,"2",1,3,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RHBKzo","2015","female",6,"6","5",5,7,"1",1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,4,2,3,1,1,1,3,1,1
"C7Mbb7","2013","female",6,"4","1",5,5,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1
"GNKHRY","2015","female",6,"3","3",4,3,"1",1,1,1,1,2,2,1,2,1,1,3,3,1,1,3,1,1,1,3,1,1,1,1,2,1,1,1,1,3
"DzAzqs","2012","female",4,"5","5",7,7,"1",1,1,1,1,1,2,3,1,1,2,1,1,2,1,2,1,3,3,1,1,3,1,3,1,1,2,2,3,1
"cKQFWz","2015","female",6,"5","5",NA,5,"2",2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,2,1,1,1,1,1,1,2,1
"T7fgys","2013","female",4,"4",NA,4,6,"1",1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2
"g0V8Hw","2013","female",6,"5","5",6,8,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,4,1,1,1,1,1
"bCzWC0","2012","male",6,"5","2",5,7,"1",2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,3,1,1,2
"e9WUln","2015","male",6,"5","5",6,7,"1",1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AWDv86","2013","male",4,"4","3",4,6,"1",1,1,3,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
"I7CUit","2014","female",6,"5","5",7,8,"1",1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3
"RSL7lo","2015","male",6,"5","4",8,6,"1",2,2,1,1,3,1,2,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1,2,3,1,1,1,1
"sGeAur","2014","female",6,"6","5",5,8,"1",1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,6,3,5,2,4,2,1,3,1
"bhJ4sQ","2012","male",7,"5","3",8,8,"1",2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2,1,2
"rPbjwu","2012","male",2,"5","3",5,4,"1",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1
"jBAG6h","2013","female",7,"3","3",7,7,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,1,1,1,3,3,3,1,1
"mSmtuv","2012","male",6,"5","4",NA,3,"2",1,1,1,2,1,1,1,2,1,1,1,2,1,1,3,1,1,1,3,1,1,1,1,2,3,1,1,1,1
"D03Zj3","2013","female",6,"4","4",8,6,"1",2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,4,1,1,1,1
"rrq00E","2014","female",7,"4","5",6,6,"1",1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1
"23d6PW","2012","female",6,"3","5",4,4,"1",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,6,1,2,1,1,1
"YpmgPt","2013","female",6,"4","4",5,5,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,2,1,1,3,1,1,1,1
"f1M4QM","2015","male",6,"6","3",8,6,"1",1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,2
"qykbFq","2012","female",6,"6","4",7,8,"1",1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,3,2
"dFLPlF","2015","female",6,"6","3",8,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,3,2,1,1,1,2,3,1
"sldw2d","2015","male",6,"6","4",4,4,"1",1,1,1,1,1,1,1,2,2,1,2,1,1,1,3,1,1,3,3,1,3,4,5,1,1,3,2,3,1
"GSrRUG","2013","male",6,"6","4",7,8,"1",1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,2,1,4,2
"1Ty31G","2013","male",2,"6","5",7,7,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,1,1,1,2,1,3
"2o8r1N","2012","male",6,"6","5",6,6,"1",1,3,1,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1
"kkBlJw","2015","female",6,"3","4",4,4,"1",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"8oQMJH","2014","male",6,"6","4",5,8,"1",1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1
"yK5noH","2014","male",3,"4","5",7,7,"1",2,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1,1,1,3,1,1,1
"fkS7Q4","2013","female",6,"5","5",7,8,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"42HpZj","2012","male",4,"5","4",5,7,"1",3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1
"QknKFG","2012","male",6,"5","4",5,4,"1",1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1
"inVYN2","2012","female",2,"5","5",5,4,"1",1,1,3,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,2,1
"eQ8xBM","2012","male",6,"5","5",5,4,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,1,1,1,1,1
"zslP7O","2015","female",6,"3","5",5,6,"1",1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"GQnn6X","2013","female",3,"3","2",6,6,"1",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,3,4,1,1,1,1
"UlFobq","2012","female",6,"3","3",5,5,"1",1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,4,1,1,1,1,3,2,1,3
"1B1voN","2014","female",6,"3","5",6,5,"1",1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,1,3,3,1,1,1,2,1,3,1,3,1,1,1
"SqZ0y5","2015","female",6,"3","5",5,4,"1",1,1,1,1,2,2,1,1,3,1,1,2,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3
"vnsk3V","2012","female",4,"4","5",8,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1
"GAUXLu","2014","female",6,"5","5",7,7,"1",1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DZuYUO","2013","male",6,"5","6",5,4,"1",1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
"phn0uS","2012","female",4,"5","5",7,8,"1",1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,3,1,1,1,3,1,1,1,1,1,1,3,4,1
"L3YnIA","2013","male",6,"5","5",4,3,"1",1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,3,3,3,3
"wjc41a","2013","female",6,"4","3",6,6,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2
"0lqgeU","2014","male",6,"5","5",4,3,"1",1,2,1,1,3,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"RYyCDJ","2013","female",6,"4","5",5,5,"1",1,1,1,1,1,1,1,1,3,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3
"1gAtQK","2014","male",2,"6","2",6,5,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,2,1,1
"wlrmHb","2013","male",1,"5","5",5,5,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1
"GfhvNq","2013","male",4,"6","4",6,5,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,3,1,3,2,1
"jX3Hcn","2015","male",2,"6","4",5,5,"1",1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,4,1
"AK9gyh","2012","male",6,"5","5",8,7,"1",1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"z8qVAN","2013","male",6,"5","5",NA,6,"2",1,1,1,1,1,1,2,2,1,1,3,1,1,1,3,1,1,1,1,1,3,1,1,1,2,3,1,1,3
"2imC7m","2015","male",7,"5","2",5,4,"1",1,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1
"3YmaQI","2013","female",4,"3","4",6,5,"1",2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,3,1,1,3,1,1,1,1,3,1,1,1,1
"pF10xE","2012","female",7,"3","4",6,6,"1",1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,4,3,2,1,1,1
"neuqeR","2013","female",6,"4","3",5,6,"1",1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1
"qMlU2g","2012","female",2,"5","5",6,6,"1",3,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"9i0WnH","2015","male",2,"6","5",5,7,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,3,1,1,3,1
"hXuLDk","2013","female",6,"5","4",7,8,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"e4sF7T","2013","female",6,"6","5",4,4,"1",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,5,3,1,1,1,1,1,1
"RHUfLd","2013","male",2,"6","5",5,6,"1",1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,3,1,1,1,1,1
"tm5FtI","2014","male",6,"5","1",8,7,"1",1,1,2,1,1,1,1,1,1,1,1,1,2,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1
"OqopuS","2015","female",6,"3","5",5,5,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,3,1,1,1
"mx4rI7","2015","female",6,"6","5",6,5,"1",1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,1,1,1,1,3,1
"RUXlad","2012","male",6,"5","4",5,4,"1",2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SGamRI","2012","female",6,"5","5",6,5,"1",1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
"4V7D1u","2012","female",7,"3","4",4,3,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,4,1
"5WlThK","2015","female",6,"5","5",7,7,"1",1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,1,3,3,3
"mgfYJr","2014","male",6,"5","4",5,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,1,1,1,1,3,1,1,1
"yBtsHk","2015","female",6,"3","5",4,4,"1",1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,3,1,1,1,3
"UypgEp","2015","female",6,"4","4",6,6,"1",2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"t3uxGZ","2012","female",6,"5","4",6,5,"1",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,3,1
"IlRHzx","2013","male",6,"6","5",7,7,"1",1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,3,1,1,1
"kzIGrA","2015","male",6,"5","5",6,5,"1",2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"qstW3e","2013","male",6,"6","2",4,3,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,1,3,1,3,1,1,1,3,3,1
"HHpBYZ","2015","female",6,"5","4",5,6,"1",1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,4,1,4,1,3,3,1,4,1
"vqK8Bi","2013","female",6,"5","4",7,8,"1",2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,4,1
"RXGd9E","2015","female",6,"5","3",5,7,"1",1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1
"8GRtAJ","2013","male",6,"6","5",7,8,"1",3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"m581mQ","2013","female",6,"5",NA,6,6,"1",1,1,1,2,1,1,2,2,1,1,3,1,2,3,1,1,1,1,1,3,3,1,1,1,1,1,3,1,1
"3rFiGS","2014","female",6,"4","4",6,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1
"WTV7hD","2014","female",6,"5","3",5,8,"1",1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1
"lyUass","2013","male",2,"6","5",6,6,"1",1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"zBBIFq","2014","male",7,"4","5",4,4,"1",1,1,1,2,1,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"epEthB","2013","female",2,"6","4",7,8,"1",1,1,1,1,1,1,2,2,1,1,1,3,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1
"QHOs3J","2015","male",6,"5","4",7,7,"1",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,3,1,1,1,1,3
"6AoBZK","2012","female",2,"4","4",NA,3,"2",1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"IqL4u5","2015","male",6,"5","3",6,6,"1",2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"uMngIe","2015","male",6,"6","5",NA,7,"2",1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3,1,1,5,1,5,1,1,1,3,4,1
"asfw8G","2012","male",6,"5","4",6,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1
"oJIoYn","2014","female",6,"5","5",5,7,"1",1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1
"wnP7ZV","2014","female",2,"5","4",5,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,3,1,3,1,1
"jCqfw9","2012","female",4,"3","5",NA,3,"2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,1
"7dRbpA","2015","female",6,"4","4",4,3,"1",1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1
"iKCj9B","2012","female",6,"3","2",4,3,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1
"JBIFfG","2012","female",6,"4","4",6,5,"1",1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3
"SGE95s","2013","male",3,"5","4",NA,6,"2",1,1,3,1,1,3,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
"WdbpMS","2013","male",6,"5","4",4,3,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"xtniHW","2013","male",6,"3","1",5,5,"1",2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1
"KVu8tw","2013","female",6,"6","5",6,8,"1",1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1
"bQa3BE","2015","female",6,"3","5",6,5,"1",1,1,3,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,3
"6zTSBp","2012","male",2,"6","4",4,6,"1",1,1,3,1,2,1,1,1,2,1,1,1,1,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1
"o7W7hK","2014","male",4,"6","4",7,8,"1",1,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,3,4,3,1,1,1,1,1,1
"Q8xtAC","2015","female",6,"5","5",7,8,"1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"qK3XwX","2013","female",6,"5","2",5,8,"1",1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
"dHU7qX","2015","female",3,"6","1",6,6,"1",1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,4,3,3,1,1,1,1,1,3
"nQQF7q","2014","female",6,"5","2",NA,7,"2",1,1,1,2,1,1,1,3,1,1,1,3,2,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,3
"K35qFz","2015","female",6,"5","5",6,5,"1",1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1
"XS8kU1","2012","female",3,"5","4",4,3,"1",1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,3,1,1,4,1,3,1,1,1,1,1,1
"4dZaSo","2012","female",6,"4","4",5,5,"1",1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
"buH1hW","2015","male",6,"6","3",NA,6,"2",1,1,2,1,2,1,1,1,1,2,1,1,1,1,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1
"rv6lu0","2014","male",6,"6","5",NA,5,"2",1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,3,3,1
"CQy4ag","2014","female",6,"4","4",6,5,"1",2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"T8jX21","2013","female",6,"5","5",5,7,"1",1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
"OUWamg","2013","female",2,"6","3",6,7,"1",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"aIwrcB","2013","male",4,"5","5",4,3,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1
"rH4cww","2015","male",6,"6","5",6,6,"1",1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1
"mg4opt","2013","female",6,"3","2",4,3,"1",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1
"OaOnom","2014","female",6,"3","4",4,1,"1",2,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
"56rUgn","2015","male",6,"5","4",NA,6,"2",2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1
"uZcJTK","2014","female",2,"5","4",5,4,"1",1,1,1,2,3,1,1,1,1,2,1,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"gdhSs6","2012","female",6,"4","4",5,5,"1",2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
"87OWpt","2014","male",6,"5",NA,4,4,"1",2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1
"bhriwy","2015","female",6,"3","4",5,4,"1",1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1
"XygHVc","2014","female",6,"5","5",5,5,"1",1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,4,3,1,4,1,1,1,1,1
"UDIIsT","2012","male",4,"4","5",5,4,"1",1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,3
"9dBKRI","2013","male",6,"6","3",7,8,"1",1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3
"NszZag","2013","male",1,"5","4",6,6,"1",1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1
"CDa2fb","2015","female",2,"5","4",6,6,"1",1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"oKv8GJ","2012","female",6,"4","1",NA,3,"2",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"sUpHKD","2012","male",2,"6","4",5,6,"1",1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1
"4gekqE","2013","male",6,"4","3",6,6,"1",1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"dRZfHT","2012","male",6,"5","5",NA,3,"2",1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
"nxeAjC","2013","female",6,"5","3",5,5,"1",1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,3,1,3,3,1,1,1,1,3,3,1
